chunk_id,segment_index,segment_id,segment_type,page_number,content,html,markdown,image,bbox_left,bbox_top,bbox_width,bbox_height
5ef8d910-80a2-4fab-bf1f-ab63712c96a5,3,IdgRGke,PageFooter,14,Rev. A,"<div class=""page-footer"">Rev. A</div>",Rev. A,,142.0848,1601.4816,59.29921,18.720093
5ef8d910-80a2-4fab-bf1f-ab63712c96a5,4,4_DAVLq,PageFooter,14,Page 5,"<div class=""page-footer"">Page 5</div>",Page 5,,1157.4865,1601.712,61.531128,20.8656
5ef8d910-80a2-4fab-bf1f-ab63712c96a5,5,UQ-5Se7,PageFooter,14,January 2023,"<div class=""page-footer"">January 2023</div>",January 2023,,2111.8176,1600.7472,122.96167,22.031982
5ef8d910-80a2-4fab-bf1f-ab63712c96a5,6,1ko6Rf9,PageHeader,15,AECOM,"<div class=""page-header"">AECOM</div>",AECOM,,140.5728,50.04,163.08,41.4
5ef8d910-80a2-4fab-bf1f-ab63712c96a5,7,E1oB6RJ,PageHeader,15,Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,"<div class=""page-header"">Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings</div>",Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,,1259.2368,58.9392,978.1775,79.171196
dfa6ae35-43e6-4296-9f5e-5e624c2e5354,0,W8PBVxy,Table,15,"<table>
  <thead>
    <tr>
      <th rowspan=""3"">Room</th>
      <th rowspan=""3"">Design Criteria<br>DB°C / RH</th>
      <th colspan=""4"">ECS Provision</th>
      <th rowspan=""3"">ECS Control Req.<br>(Note 2)</th>
      <th rowspan=""3"">Remark</th>
    </tr>
    <tr>
      <th colspan=""2"">Main</th>
      <th colspan=""2"">Standby</th>
    </tr>
    <tr>
      <th>AC / MV</th>
      <th>ESS / NON-ESS</th>
      <th>AC / MV</th>
      <th>ESS / NON-ESS</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td colspan=""8"">Legend:</td>
    </tr>
    <tr>
      <td>AC1</td>
      <td colspan=""7"">A/C at 23°C, 55% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC2</td>
      <td colspan=""7"">A/C at 25°C, 50% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC3</td>
      <td colspan=""7"">A/C at 25°C, 55% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC4</td>
      <td colspan=""7"">A/C at 25.5°C, 55% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC5</td>
      <td colspan=""7"">A/C at 26°C, Max 65% RH</td>
    </tr>
    <tr>
      <td>AC6</td>
      <td colspan=""7"">A/C at 26 ± 1°C, 70% ± 10% RH</td>
    </tr>
    <tr>
      <td>MV1</td>
      <td colspan=""7"">Mechanical Ventilation with Min 8ac/hr, Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV2</td>
      <td colspan=""7"">Mechanical Ventilation with Min 8ac/hr</td>
    </tr>
    <tr>
      <td>MV3</td>
      <td colspan=""7"">Mechanical Ventilation with Min 10ac/hr, Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV4</td>
      <td colspan=""7"">Mechanical Ventilation with Min 15ac/hr, Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV5</td>
      <td colspan=""7"">Mechanical Ventilation with Min 15ac/hr</td>
    </tr>
    <tr>
      <td>MV6</td>
      <td colspan=""7"">Mechanical Ventilation with Min 20ac/hr</td>
    </tr>
    <tr>
      <td>MV7</td>
      <td colspan=""7"">Mechanical Ventilation with Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV8</td>
      <td colspan=""7"">Mechanical Ventilation with Min 16.7 l/s/m²</td>
    </tr>
    <tr>
      <td>ESS</td>
      <td colspan=""7"">Essential Power Supply</td>
    </tr>
    <tr>
      <td>NON-ESS</td>
      <td colspan=""7"">Non-Essential Power Supply</td>
    </tr>
    <tr>
      <td>UPS</td>
      <td colspan=""7"">Uninterruptible Power Supply</td>
    </tr>
    <tr>
      <td colspan=""8"">Notes:</td>
    </tr>
    <tr>
      <td colspan=""8"">1. For cooling load calculations, it will calculate according to the outdoor design temperature profile by ""Carrier E20II""</td>
    </tr>
    <tr>
      <td colspan=""8"">2. ECS Control Requirement</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 1: Thermostat Control of Room Temperature with Software Timer Control of Operation at 19 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 2: Thermostat Control of Room Temperature with Software Timer Control of Operation at 24 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 3: Temperature Sensor / Thermostat Control</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 4: Two Fans in Parallel Software Timer Control of Operation at 24 hrs/day, 7 days/week for the First Fan and Temperature Sensors/Thermostat Control for Second Fan</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 5: Software Timer Control 24 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 6: Software Timer Control 19 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 7: Local Control</td>
    </tr>
    <tr>
      <td colspan=""8"">3. The provision of mechanical ventilation system for Transformer Rooms shall be referred to CLP COP No. 101 and CLP's requirements.</td>
    </tr>
    <tr>
      <td colspan=""8"">4. The provision of mechanical ventilation system for Cat .5 DG Store, Oil Store, Chemical Waste Store shall be referred to FSD requirements.</td>
    </tr>
  </tbody>
</table>","<table>
  <thead>
    <tr>
      <th rowspan=""3"">Room</th>
      <th rowspan=""3"">Design Criteria<br>DB°C / RH</th>
      <th colspan=""4"">ECS Provision</th>
      <th rowspan=""3"">ECS Control Req.<br>(Note 2)</th>
      <th rowspan=""3"">Remark</th>
    </tr>
    <tr>
      <th colspan=""2"">Main</th>
      <th colspan=""2"">Standby</th>
    </tr>
    <tr>
      <th>AC / MV</th>
      <th>ESS / NON-ESS</th>
      <th>AC / MV</th>
      <th>ESS / NON-ESS</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td colspan=""8"">Legend:</td>
    </tr>
    <tr>
      <td>AC1</td>
      <td colspan=""7"">A/C at 23°C, 55% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC2</td>
      <td colspan=""7"">A/C at 25°C, 50% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC3</td>
      <td colspan=""7"">A/C at 25°C, 55% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC4</td>
      <td colspan=""7"">A/C at 25.5°C, 55% ± 10% RH</td>
    </tr>
    <tr>
      <td>AC5</td>
      <td colspan=""7"">A/C at 26°C, Max 65% RH</td>
    </tr>
    <tr>
      <td>AC6</td>
      <td colspan=""7"">A/C at 26 ± 1°C, 70% ± 10% RH</td>
    </tr>
    <tr>
      <td>MV1</td>
      <td colspan=""7"">Mechanical Ventilation with Min 8ac/hr, Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV2</td>
      <td colspan=""7"">Mechanical Ventilation with Min 8ac/hr</td>
    </tr>
    <tr>
      <td>MV3</td>
      <td colspan=""7"">Mechanical Ventilation with Min 10ac/hr, Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV4</td>
      <td colspan=""7"">Mechanical Ventilation with Min 15ac/hr, Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV5</td>
      <td colspan=""7"">Mechanical Ventilation with Min 15ac/hr</td>
    </tr>
    <tr>
      <td>MV6</td>
      <td colspan=""7"">Mechanical Ventilation with Min 20ac/hr</td>
    </tr>
    <tr>
      <td>MV7</td>
      <td colspan=""7"">Mechanical Ventilation with Max Room Ambient 40°C</td>
    </tr>
    <tr>
      <td>MV8</td>
      <td colspan=""7"">Mechanical Ventilation with Min 16.7 l/s/m²</td>
    </tr>
    <tr>
      <td>ESS</td>
      <td colspan=""7"">Essential Power Supply</td>
    </tr>
    <tr>
      <td>NON-ESS</td>
      <td colspan=""7"">Non-Essential Power Supply</td>
    </tr>
    <tr>
      <td>UPS</td>
      <td colspan=""7"">Uninterruptible Power Supply</td>
    </tr>
    <tr>
      <td colspan=""8"">Notes:</td>
    </tr>
    <tr>
      <td colspan=""8"">1. For cooling load calculations, it will calculate according to the outdoor design temperature profile by ""Carrier E20II""</td>
    </tr>
    <tr>
      <td colspan=""8"">2. ECS Control Requirement</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 1: Thermostat Control of Room Temperature with Software Timer Control of Operation at 19 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 2: Thermostat Control of Room Temperature with Software Timer Control of Operation at 24 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 3: Temperature Sensor / Thermostat Control</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 4: Two Fans in Parallel Software Timer Control of Operation at 24 hrs/day, 7 days/week for the First Fan and Temperature Sensors/Thermostat Control for Second Fan</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 5: Software Timer Control 24 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 6: Software Timer Control 19 hrs/day, 7 days/week</td>
    </tr>
    <tr>
      <td colspan=""8"">&nbsp;&nbsp;&nbsp;&nbsp;Type 7: Local Control</td>
    </tr>
    <tr>
      <td colspan=""8"">3. The provision of mechanical ventilation system for Transformer Rooms shall be referred to CLP COP No. 101 and CLP's requirements.</td>
    </tr>
    <tr>
      <td colspan=""8"">4. The provision of mechanical ventilation system for Cat .5 DG Store, Oil Store, Chemical Waste Store shall be referred to FSD requirements.</td>
    </tr>
  </tbody>
</table>","|                                                                                                                             |                                                             |                 |               |                 |                                              |                                  |                           |        |
|-----------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------|-----------------|---------------|-----------------|----------------------------------------------|----------------------------------|---------------------------|--------|
|                                                                                                                             | Room                                                        | Design Criteria | ECS Provision |                 |                                              |                                  | ECS Control Req. (Note 2) | Remark |
|                                                                                                                             |                                                             |                 | Main          |                 | Standby                                      |                                  |                           |        |
|                                                                                                                             |                                                             | DBºC / RH       | AC / MV       | ESS / NON-ESS   | AC / MV                                      | ESS / NON-ESS                    |                           |        |
| Legend:                                                                                                                     |                                                             |                 |               |                 |                                              |                                  |                           |        |
| AC1                                                                                                                         | A/C at 23°℃, 55% ± 10% RH                                   |                 |               |                 |                                              |                                  |                           |        |
| AC2                                                                                                                         | A/C at 25°C, 50% ± 10% RH                                   |                 |               |                 |                                              |                                  |                           |        |
| AC3                                                                                                                         | A/C at 25℃, 55% ± 10% RH                                    |                 |               |                 |                                              |                                  |                           |        |
| AC4                                                                                                                         | A/C at 25.5°C, 55% ± 10% RH                                 |                 |               |                 |                                              |                                  |                           |        |
| AC5                                                                                                                         | A/C at 26°C, Max 65% RH                                     |                 |               |                 |                                              |                                  |                           |        |
| AC6                                                                                                                         | A/C at 26 ± 1°C, 70% ± 10% RH                               |                 |               |                 |                                              |                                  |                           |        |
| MV1                                                                                                                         | Mechanical Ventilation with Min                             |                 | 8ac/hr,       | Max Room        | Ambient                                      | 40℃                              |                           |        |
| MV2                                                                                                                         | Mechanical Ventilation with Min                             |                 | 8ac/hr        |                 |                                              |                                  |                           |        |
| MV3                                                                                                                         | Mechanical Ventilation with Min                             |                 | 10ac/hr,      | Max Room        | Ambient                                      | 40℃                              |                           |        |
| MV4                                                                                                                         | Mechanical Ventilation with Min                             |                 | 15ac/hr,      | Max Room        | Ambient                                      | 40℃                              |                           |        |
| MV5                                                                                                                         | Mechanical Ventilation with Min                             |                 | 15ac/hr       |                 |                                              |                                  |                           |        |
| MV6                                                                                                                         | Mechanical Ventilation with Min                             |                 | 20ac/hr       |                 |                                              |                                  |                           |        |
| MV7                                                                                                                         | Mechanical Ventilation with Max                             |                 | Room          | Ambient 40℃     |                                              |                                  |                           |        |
| MV8                                                                                                                         | Mechanical Ventilation with Min                             |                 | 16.7          | l/s/m2          |                                              |                                  |                           |        |
| ESS                                                                                                                         | Essential Power Supply                                      |                 |               |                 |                                              |                                  |                           |        |
| NON-ESS                                                                                                                     | Non-Essential Power Supply                                  |                 |               |                 |                                              |                                  |                           |        |
| UPS                                                                                                                         | Uninterruptible Power Supply                                |                 |               |                 |                                              |                                  |                           |        |
| Notes:                                                                                                                      |                                                             |                 |               |                 |                                              |                                  |                           |        |
| 1\. For cooling load calculations, it will calculate according to the outdoor design temperature profile by ""Carrier E20II"" |                                                             |                 |               |                 |                                              |                                  |                           |        |
| 2\. ECS Control Requirement                                                                                                 |                                                             |                 |               |                 |                                              |                                  |                           |        |
| Type 1:                                                                                                                     | Thermostat Control of Room Temperature hrs/day, 7 days/week |                 |               | with            | Software                                     | Timer Control                    | of Operation at 19        |        |
| Type 2:                                                                                                                     | Thermostat Control of Room Temperature hrs/day, 7 days/week |                 |               | with            | Software                                     | Timer Control of Operation at 24 |                           |        |
| Type 3: Temperature Sensor / Thermostat Control                                                                             |                                                             |                 |               |                 |                                              |                                  |                           |        |
| Type 4: : Two Fans in Parallel Software Timer Fan and Temperature Sensors/Thermostat                                        |                                                             |                 |               | Control of      | Operation                                    | at 24 hrs/day,                   | 7 days/week for the First |        |
|                                                                                                                             |                                                             |                 |               | Control         | for                                          | Second Fan                       |                           |        |
| Type 5: Software Timer Control 24 hrs/day, 7                                                                                |                                                             |                 |               | days/week       |                                              |                                  |                           |        |
| Type 6:                                                                                                                     | Software Timer Control 19                                   |                 | hrs/day, 7    | days/week       |                                              |                                  |                           |        |
| Type 7:                                                                                                                     | Local Control                                               |                 |               |                 |                                              |                                  |                           |        |
| 3\. The provision of mechanical ventilation system                                                                          |                                                             |                 |               | for Transformer |                                              | Rooms shall be                   | referred to CLP COP No.   |        |
| 101 and CLP's requirements.                                                                                                 |                                                             |                 |               |                 |                                              |                                  |                           |        |
| 4\. The provision of mechanical ventilation system                                                                          |                                                             |                 |               | for Cat .5 DG   | Store, Oil Store, Chemical Waste Store shall |                                  |                           |        |
| be referred to FSD requirements.                                                                                            |                                                             |                 |               |                 |                                              |                                  |                           |        |",https://storage.googleapis.com/chunkr-prod-bucket/b1e41788-2d6e-4f8e-ad16-2e39fb334c57/5d9ffc1b-8d78-44ef-813d-5174c6bbebed/images/W8PBVxy.jpg?x-id=GetObject&response-content-disposition=inline&response-content-encoding=utf-8&response-content-type=image%2Fjpeg&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=GOOG1EBMQ2D33SPB3VQ4MMVJEKXWQFNK5WS57JRFVYUSD3ZCA76OC3B74IG7C%2F20260119%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260119T145120Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=df82bebbb52cac43060018261e87db4886f5270f9a7e19f7216d2528a7f12331,249.3648,182.664,929.6352,1235.8799
b25f5253-2f0d-47b0-8fd6-10849a289fcf,0,HU2t_wZ,SectionHeader,15,## 3.2.6 Noise Criteria,<h2>3.2.6 Noise Criteria</h2>,## 3.2.6 Noise Criteria,,1223.8704,183.168,231.88318,20.7072
b25f5253-2f0d-47b0-8fd6-10849a289fcf,1,Si0bnnO,Text,15,(a) The noise criteria will be as defined under Section 4.2.2.1 of the NW&MARWDSM are summarised in Table 3.3 below:,<p>(a) The noise criteria will be as defined under Section 4.2.2.1 of the NW&MARWDSM are summarised in Table 3.3 below:</p>,(a) The noise criteria will be as defined under Section 4.2.2.1 of the NW&MARWDSM are summarised in Table 3.3 below:,,1224.5616,232.8768,1012.76624,48.628815
b25f5253-2f0d-47b0-8fd6-10849a289fcf,2,Bh3pjBq,Caption,15,Table 3.3: Building Services Noise Level Targets,"<span class=""caption"">Table 3.3: Building Services Noise Level Targets</span>",Table 3.3: Building Services Noise Level Targets,,1331.568,303.9408,432.4464,24.523193
b25f5253-2f0d-47b0-8fd6-10849a289fcf,3,gK04cO_,Table,15,"<table>
  <thead>
    <tr>
      <th>Area</th>
      <th>Target Noise Level<br>(NR)</th>
      <th>Acceptance Noise Level<br>(NR)</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>Computer Rooms <sup>1</sup></td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Concourse</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Locker Rooms</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Meeting/Greeting</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Offices</td>
      <td>40</td>
      <td>43</td>
    </tr>
    <tr>
      <td>Plant Room Equipment <sup>2</sup></td>
      <td>80</td>
      <td>83</td>
    </tr>
    <tr>
      <td>Plant Room Ventilation <sup>3</sup></td>
      <td>70</td>
      <td>73</td>
    </tr>
    <tr>
      <td>Platform PSDs Closed</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Platform PSDs Opened</td>
      <td>65</td>
      <td>68</td>
    </tr>
    <tr>
      <td>Retail</td>
      <td>45</td>
      <td>48</td>
    </tr>
    <tr>
      <td>Stores</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Toilets</td>
      <td>45</td>
      <td>48</td>
    </tr>
    <tr>
      <td>Maintenance Rooms</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>All Areas Emergency Operation<br>(Except Plant Rooms)</td>
      <td>65</td>
      <td>68</td>
    </tr>
  </tbody>
</table>","<table>
  <thead>
    <tr>
      <th>Area</th>
      <th>Target Noise Level<br>(NR)</th>
      <th>Acceptance Noise Level<br>(NR)</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td>Computer Rooms <sup>1</sup></td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Concourse</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Locker Rooms</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Meeting/Greeting</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Offices</td>
      <td>40</td>
      <td>43</td>
    </tr>
    <tr>
      <td>Plant Room Equipment <sup>2</sup></td>
      <td>80</td>
      <td>83</td>
    </tr>
    <tr>
      <td>Plant Room Ventilation <sup>3</sup></td>
      <td>70</td>
      <td>73</td>
    </tr>
    <tr>
      <td>Platform PSDs Closed</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Platform PSDs Opened</td>
      <td>65</td>
      <td>68</td>
    </tr>
    <tr>
      <td>Retail</td>
      <td>45</td>
      <td>48</td>
    </tr>
    <tr>
      <td>Stores</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>Toilets</td>
      <td>45</td>
      <td>48</td>
    </tr>
    <tr>
      <td>Maintenance Rooms</td>
      <td>50</td>
      <td>53</td>
    </tr>
    <tr>
      <td>All Areas Emergency Operation<br>(Except Plant Rooms)</td>
      <td>65</td>
      <td>68</td>
    </tr>
  </tbody>
</table>","|                                                    |                         |                             |
|----------------------------------------------------|-------------------------|-----------------------------|
| Area                                               | Target Noise Level (NR) | Acceptance Noise Level (NR) |
| Computer Rooms 1                                   | 50                      | 53                          |
| Concourse                                          | 50                      | 53                          |
| Locker Rooms                                       | 50                      | 53                          |
| Meeting/Greeting                                   | 50                      | 53                          |
| Offices                                            | 40                      | 43                          |
| Plant Room Equipment 2                             | 80                      | 83                          |
| Plant Room Ventilation 3                           | 70                      | 73                          |
| Platform PSDs Closed                               | 50                      | 53                          |
| Platform PSDs Opened                               | 65                      | 68                          |
| Retail                                             | 45                      | 48                          |
| Stores                                             | 50                      | 53                          |
| Toilets                                            | 45                      | 48                          |
| Maintenance Rooms                                  | 50                      | 53                          |
| All Areas Emergency Operation (Except Plant Rooms) | 65                      | 68                          |",https://storage.googleapis.com/chunkr-prod-bucket/b1e41788-2d6e-4f8e-ad16-2e39fb334c57/5d9ffc1b-8d78-44ef-813d-5174c6bbebed/images/gK04cO_.jpg?x-id=GetObject&response-content-disposition=inline&response-content-encoding=utf-8&response-content-type=image%2Fjpeg&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=GOOG1EBMQ2D33SPB3VQ4MMVJEKXWQFNK5WS57JRFVYUSD3ZCA76OC3B74IG7C%2F20260119%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260119T145120Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=a06f293e37fad8edd75f398c1f960ec63be62266e5f386371849225b8165c45b,1312.632,338.9616,924.35046,743.35675
b25f5253-2f0d-47b0-8fd6-10849a289fcf,4,bL6Em6N,Text,15,Notes:,<p>Notes:</p>,Notes:,,1322.8992,1094.544,55.39685,18.748901
b25f5253-2f0d-47b0-8fd6-10849a289fcf,5,84j1NMv,Text,15,"1. Refers to rooms used primarily for computer and communications equipment. Offices with desktop PCs are to be treated as ""offices""","<p>1. Refers to rooms used primarily for computer and communications equipment. Offices with desktop PCs are to be treated as ""offices""</p>","1. Refers to rooms used primarily for computer and communications equipment. Offices with desktop PCs are to be treated as ""offices""",,1323.9648,1127.1456,902.72144,45.633545
b25f5253-2f0d-47b0-8fd6-10849a289fcf,6,_HLkuAx,Text,15,"2. Refers to noise from equipment located in plantrooms such as large fans, compressors etc.","<p>2. Refers to noise from equipment located in plantrooms such as large fans, compressors etc.</p>","2. Refers to noise from equipment located in plantrooms such as large fans, compressors etc.",,1322.6112,1185.4656,779.3856,23.947266
b25f5253-2f0d-47b0-8fd6-10849a289fcf,7,klfEq9t,Text,15,3. Refers to noise from plant/equipment room ventilation system,<p>3. Refers to noise from plant/equipment room ventilation system</p>,3. Refers to noise from plant/equipment room ventilation system,,1323.1008,1220.8608,552.6,21.974365
88fc3fbe-8910-430a-ae1f-edafb5aef478,0,Grsg1uD,SectionHeader,15,## 3.2.7 Building Fabric Data,<h2>3.2.7 Building Fabric Data</h2>,## 3.2.7 Building Fabric Data,,1223.856,1280.7216,289.00806,23.01123
88fc3fbe-8910-430a-ae1f-edafb5aef478,1,2GKxCw6,Text,15,(a) The building envelope material type will have an impact on the cooling load estimation. The thermal transfer values through the building structure will be estimated based on the parameters as provided under NW&MARWDSM 7.8.2.8.3.1 (see Table 3.4 below).,<p>(a) The building envelope material type will have an impact on the cooling load estimation. The thermal transfer values through the building structure will be estimated based on the parameters as provided under NW&MARWDSM 7.8.2.8.3.1 (see Table 3.4 below).</p>,(a) The building envelope material type will have an impact on the cooling load estimation. The thermal transfer values through the building structure will be estimated based on the parameters as provided under NW&MARWDSM 7.8.2.8.3.1 (see Table 3.4 below).,,1224.7488,1330.5168,1012.6079,78.04797
88fc3fbe-8910-430a-ae1f-edafb5aef478,2,1e3pP-W,Text,15,(b) The values are for the preliminary cooling load estimation only and are subject to review during the detailed design stage when more accurate figures become available.,<p>(b) The values are for the preliminary cooling load estimation only and are subject to review during the detailed design stage when more accurate figures become available.</p>,(b) The values are for the preliminary cooling load estimation only and are subject to review during the detailed design stage when more accurate figures become available.,,1224.5184,1423.2384,1012.7953,51.019165
88fc3fbe-8910-430a-ae1f-edafb5aef478,3,pCPYlWw,PageFooter,15,Rev. A,"<div class=""page-footer"">Rev. A</div>",Rev. A,,142.2576,1601.4816,58.8528,18.8208
88fc3fbe-8910-430a-ae1f-edafb5aef478,4,YJovzI8,PageFooter,15,Page 6,"<div class=""page-footer"">Page 6</div>",Page 6,,1157.5295,1601.5392,61.819214,21.110474
88fc3fbe-8910-430a-ae1f-edafb5aef478,5,BzjDac8,PageFooter,15,January 2023,"<div class=""page-footer"">January 2023</div>",January 2023,,2112.005,1600.7472,122.572754,21.945557
88fc3fbe-8910-430a-ae1f-edafb5aef478,6,DFQQyFe,Text,16,AECOM,<p>AECOM</p>,AECOM,,140.4,50.2272,163.38242,41.1552
88fc3fbe-8910-430a-ae1f-edafb5aef478,7,LXlSCEB,PageHeader,16,Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,"<div class=""page-header"">Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings</div>",Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,,1259.5392,59.6016,977.90393,78.350395
88fc3fbe-8910-430a-ae1f-edafb5aef478,8,g2SWHTn,Caption,16,Table 3.4: Thermal Transfer Values of Building Structures,"<span class=""caption"">Table 3.4: Thermal Transfer Values of Building Structures</span>",Table 3.4: Thermal Transfer Values of Building Structures,,248.8464,180.8064,523.07996,25.372803
